date,Mkt-RF,SMB,HML,RF,MOM
20130621,0.13,0.22,-0.06,0,-0.65
20130624,-1.19,0.1,-0.66,0,-0.38
20130625,0.96,-0.02,0.81,0,0.55
20130626,0.92,-0.74,-0.15,0,0.61
20130627,0.77,0.81,0.37,0,0.5
20130628,-0.33,0.31,-0.13,0,-0.44
20130701,0.71,0.78,-0.13,0,0.47
20130702,-0.1,0,0.05,0,-0.08
20130703,0.11,0.19,-0.22,0,0.03
20130705,1.11,0.34,0.46,0,0.58
20130708,0.53,-0.18,0.05,0,0.22
20130709,0.74,0.04,0.31,0,0.14
20130710,0.06,0.36,-0.38,0,-0.35
20130711,1.32,-0.08,-0.67,0,0.09
20130712,0.33,-0.03,0.21,0,0.48
20130715,0.2,0.49,0.34,0,-0.13
20130716,-0.41,0.03,0.09,0,-0.62
20130717,0.3,-0.03,0.19,0,0.33
20130718,0.54,0.02,0.96,0,0.2
20130719,0.09,-0.12,0.27,0,0.07
20130722,0.22,0.09,0.34,0,0.17
20130723,-0.15,0.1,0.3,0,-0.24
20130724,-0.39,-0.28,-0.28,0,0.07
20130725,0.42,0.62,-0.4,0,-0.02
20130726,0.02,-0.61,-0.28,0,0.02
20130729,-0.37,-0.31,-0.31,0,-0.43
20130730,0.12,0.2,-0.5,0,0.11
20130731,0.09,0.13,0.14,0,0.62
20130801,1.4,0.05,0.09,0,0.62
20130802,0.2,-0.21,-0.32,0,0.5
20130805,-0.07,0.48,-0.15,0,-0.13
20130806,-0.68,-0.33,-0.09,0,-0.42
20130807,-0.42,-0.37,-0.01,0,-0.39
20130808,0.47,0,0.04,0,0.11
20130809,-0.29,0.12,-0.19,0,0.11
20130812,-0.02,0.58,-0.22,0,-0.23
20130813,0.2,-0.31,-0.05,0,0.01
20130814,-0.5,0.14,0.28,0,-0.29
20130815,-1.47,-0.37,0.28,0,-0.88
20130816,-0.26,0.04,0.13,0,0.42
20130819,-0.62,-0.19,-0.75,0,-0.18
20130820,0.53,0.86,0.09,0,0.48
20130821,-0.59,-0.02,-0.42,0,0.25
20130822,0.93,0.51,0.07,0,0.36
20130823,0.38,-0.22,-0.16,0,-0.31
20130826,-0.29,0.51,-0.48,0,0.1
20130827,-1.75,-0.72,-0.34,0,-0.97
20130828,0.3,0.1,0.08,0,0.31
20130829,0.34,0.81,-0.44,0,0.75
20130830,-0.47,-1.14,-0.19,0,-0.44
20130903,0.46,0.03,0.15,0,0.96
20130904,0.83,0,-0.18,0,0.47
20130905,0.19,0.15,0.4,0,0.08
20130906,0,0.03,0.02,0,-0.22
20130909,1.09,0.46,-0.22,0,-0.02
20130910,0.8,0.01,0.2,0,0.72
20130911,0.28,-0.24,0.03,0,-0.04
20130912,-0.32,-0.23,-0.36,0,0.05
20130913,0.29,0.25,-0.05,0,-0.03
20130916,0.49,-0.44,0.4,0,0.27
20130917,0.54,0.47,-0.13,0,0.07
20130918,1.1,-0.15,-0.47,0,-0.54
20130919,-0.13,0.17,-0.63,0,0.09
20130920,-0.63,0.52,0.19,0,0.32
20130923,-0.45,0.47,-0.41,0,-0.54
20130924,-0.13,0.53,0.02,0,0.58
20130925,-0.23,0.02,0.58,0,0.19
20130926,0.42,0.2,-0.73,0,0.38
20130927,-0.39,-0.02,-0.01,0,0.34
20130930,-0.49,0.52,0.01,0,0.22
20131001,0.9,0.41,-0.1,0,0.47
20131002,-0.1,-0.37,-0.06,0,-0.12
20131003,-0.88,-0.19,0.19,0,-0.11
20131004,0.74,-0.01,0.11,0,0.53
20131007,-0.95,-0.27,0,0,-0.76
20131008,-1.35,-0.48,0.8,0,-1.1
20131009,-0.05,-0.44,0.62,0,-0.23
20131010,2.23,0.16,-0.04,0,1.2
20131011,0.71,0.79,0,0,0.24
20131014,0.44,0.21,-0.1,0,0.26
20131015,-0.73,-0.21,0.03,0,0.07
20131016,1.37,-0.33,0.17,0,0.62
20131017,0.7,0.16,-0.06,0,0.21
20131018,0.72,0.28,0.12,0,0.32
20131021,-0.02,-0.11,0.01,0,-0.16
20131022,0.5,-0.26,0.04,0,-0.38
20131023,-0.51,0.16,-0.33,0,-0.55
20131024,0.42,0.42,-0.31,0,0.16
20131025,0.33,-0.32,0.08,0,-0.26
20131028,0.09,-0.07,0.06,0,-0.58
20131029,0.54,-0.14,-0.05,0,0.26
20131030,-0.61,-0.78,0.5,0,-0.42
20131031,-0.34,-0.08,-0.45,0,0.37
20131101,0.2,-0.67,0.22,0,-0.06
20131104,0.47,0.76,-0.06,0,0.04
20131105,-0.23,-0.02,-0.25,0,0.6
20131106,0.27,-0.82,0.34,0,-1.28
20131107,-1.46,-0.33,0.16,0,-1.14
20131108,1.45,0.51,0.45,0,1.3
20131111,0.12,0,-0.13,0,0.26
20131112,-0.19,0.4,-0.69,0,-0.09
20131113,0.9,0.1,-0.11,0,0.64
20131114,0.43,-0.58,0.31,0,-0.09
20131115,0.43,0.08,-0.29,0,-0.05
20131118,-0.5,-0.46,0.46,0,-0.92
20131119,-0.27,-0.31,0.26,0,-0.48
20131120,-0.33,0.27,0.03,0,0.1
20131121,0.97,0.78,-0.03,0,0.91
20131122,0.5,-0.05,0.07,0,0.48
20131125,-0.11,0.14,0.13,0,-0.37
20131126,0.18,0.84,-0.41,0,0.63
20131127,0.3,0.34,-0.04,0,-0.19
20131129,-0.02,0.29,-0.16,0,-0.21
20131202,-0.31,-0.97,0.15,0,0.24
20131203,-0.34,-0.06,-0.09,0,-0.62
20131204,-0.07,-0.22,0.29,0,0.08
20131205,-0.35,0.7,-0.65,0,0.28
20131206,1.02,-0.29,0.18,0,0.25
20131209,0.17,-0.42,0.01,0,-0.27
20131210,-0.34,-0.58,0.23,0,0.15
20131211,-1.17,-0.34,0.06,0,-0.48
20131212,-0.23,0.38,0.23,0,0.58
20131213,0.1,0.25,0.01,0,0.43
20131216,0.67,0.59,-0.13,0,0.03
20131217,-0.26,0.24,-0.07,0,-0.14
20131218,1.55,-0.48,0.05,0,0.18
20131219,-0.1,-0.56,0.23,0,-0.14
20131220,0.69,1.29,-0.31,0,0.39
20131223,0.62,0.49,-0.01,0,-0.12
20131224,0.34,0.1,0.09,0,-0.19
20131226,0.44,-0.32,-0.31,0,0.2
20131227,-0.05,-0.07,0.24,0,-0.84
20131230,0,0.03,-0.3,0,-0.07
20131231,0.44,-0.18,0.08,0,0.05
20140102,-0.88,-0.28,0.17,0,-0.06
20140103,0.03,0.36,0.04,0,0.24
20140106,-0.34,-0.57,0.3,0,-0.11
20140107,0.68,0.39,-0.38,0,0.52
20140108,0.04,0,-0.11,0,0.64
20140109,0.02,0.2,-0.44,0,0.77
20140110,0.27,0.56,-0.81,0,-0.15
20140113,-1.32,-0.08,0.1,0,-0.54
20140114,1.15,0.15,-0.31,0,0.56
20140115,0.53,0.2,0.2,0,-0.31
20140116,-0.07,0.32,-0.71,0,-0.05
20140117,-0.39,0.03,0.03,0,0
20140121,0.3,0.47,-0.01,0,-0.04
20140122,0.15,0.29,0.22,0,0.3
20140123,-0.86,0.16,-0.53,0,-0.54
20140124,-2.19,-0.38,0.19,0,-0.99
20140127,-0.65,-0.84,0.39,0,-0.55
20140128,0.73,0.17,0.04,0,0.83
20140129,-1.07,-0.4,0.23,0,-0.55
20140130,1.22,0.3,-0.38,0,1.25
20140131,-0.66,-0.07,-0.34,0,0.11
20140203,-2.49,-0.87,0.28,0,-0.84
20140204,0.77,-0.03,-0.05,0,0.45
20140205,-0.23,-0.62,0.2,0,-0.1
20140206,1.21,-0.48,0.27,0,0.16
20140207,1.33,-0.17,-0.64,0,0.58
20140210,0.16,0.14,-0.47,0,-0.09
20140211,1.09,-0.19,0.25,0,0.07
20140212,0.11,0.26,-0.06,0,0.25
20140213,0.72,0.7,-0.07,0,0.37
20140214,0.42,-0.37,0.37,0,-0.33
20140218,0.27,0.97,-0.24,0,0.73
20140219,-0.74,-0.28,-0.44,0,-0.33
20140220,0.7,0.56,-0.21,0,0.51
20140221,-0.09,0.35,-0.03,0,0.24
20140224,0.65,0.18,0.33,0,0.4
20140225,-0.1,0.15,-0.59,0,0.12
20140226,0.12,0.69,-0.09,0,-0.09
20140227,0.54,0.14,0.01,0,0.04
20140228,0.15,-0.72,0.84,0,-0.27
20140303,-0.7,0.09,0.14,0,-0.06
20140304,1.67,1.1,-0.13,0,0.82
20140305,0.01,-0.27,0.29,0,0.33
20140306,0.16,-0.33,0.77,0,-0.52
20140307,0.04,-0.11,0.52,0,-0.24
20140310,-0.09,-0.1,0.09,0,0.01
20140311,-0.62,-0.53,-0.19,0,-0.07
20140312,0.13,0.3,-0.17,0,-0.05
20140313,-1.21,-0.11,0.21,0,-0.32
20140314,-0.16,0.7,-0.08,0,-0.12
20140317,0.9,-0.37,0.02,0,0.24
20140318,0.82,0.74,-0.39,0,0.51
20140319,-0.59,-0.18,0.62,0,-0.11
20140320,0.52,-0.5,1,0,-0.17
20140321,-0.37,-0.28,0.86,0,-1.11
20140324,-0.64,-0.88,0.91,0,-1.01
20140325,0.3,-0.35,0.14,0,-0.25
20140326,-0.89,-1.17,0.25,0,-0.85
20140327,-0.19,-0.09,-0.34,0,-0.47
20140328,0.41,-0.44,0.55,0,-0.47
20140331,0.97,1,-0.17,0,0.72
20140401,0.87,0.73,-0.37,0,0.98
20140402,0.29,0.04,0.14,0,-0.1
20140403,-0.31,-0.9,0.8,0,-1.07
20140404,-1.47,-1.12,0.7,0,-1.69
20140407,-1.26,-0.29,-0.07,0,-1.03
20140408,0.5,0.29,-0.21,0,-0.1
20140409,1.21,0.33,-0.86,0,1.39
20140410,-2.24,-0.7,0.78,0,-1.87
20140411,-1.07,-0.39,0.24,0,-0.53
20140414,0.7,-0.51,0.21,0,-0.19
20140415,0.59,-0.36,0.2,0,0
20140416,1.13,0.04,-0.37,0,0.95
20140417,0.23,0.34,0.22,0,0.27
20140421,0.36,0.22,-0.43,0,0.16
20140422,0.58,0.73,-0.34,0,0.71
20140423,-0.31,-0.65,0.9,0,-0.3
20140424,0.08,-0.4,-0.17,0,-0.49
20140425,-1.05,-0.96,0.55,0,-1.28
20140428,0.11,-0.63,-0.59,0,-1.14
20140429,0.56,-0.22,-0.13,0,0.7
20140430,0.35,0.24,-0.03,0,0.53
20140501,0.04,-0.17,-0.16,0,0.08
20140502,-0.07,0.19,0.43,0,0.11
20140505,0.13,-0.27,-0.55,0,0.42
20140506,-1.03,-0.55,0.13,0,-0.44
20140507,0.45,-0.84,1.1,0,-0.21
20140508,-0.26,-1.01,0.39,0,-0.64
20140509,0.25,0.7,-0.36,0,-0.16
20140512,1.2,1.4,-0.26,0,0.87
20140513,-0.05,-1.07,0.21,0,-0.16
20140514,-0.6,-1.09,-0.46,0,-0.44
20140515,-0.9,0.34,-0.28,0,-0.29
20140516,0.36,0.27,-0.42,0,-0.18
20140519,0.5,0.61,0.07,0,0.7
20140520,-0.78,-0.82,0.23,0,0.09
20140521,0.81,-0.28,0.09,0,0.4
20140522,0.36,0.63,-0.26,0,0.05
20140523,0.49,0.62,-0.23,0,0.41
20140527,0.69,0.69,-0.16,0,0.5
20140528,-0.11,-0.3,0.22,0,0.19
20140529,0.54,-0.19,-0.11,0,0.27
20140530,0.06,-0.66,0.26,0,-0.02
20140602,0.06,-0.69,0.38,0,0.21
20140603,-0.05,-0.27,0.2,0,0.19
20140604,0.28,0.23,-0.08,0,0.34
20140605,0.77,1.3,-0.18,0,-0.11
20140606,0.54,0.48,-0.02,0,-0.23
20140609,0.22,1.02,-0.32,0,-0.4
20140610,-0.03,-0.18,-0.03,0,-0.14
20140611,-0.34,-0.14,-0.24,0,0.23
20140612,-0.68,0.11,0.17,0,-0.26
20140613,0.31,-0.06,-0.18,0,-0.08
20140616,0.13,0.47,-0.69,0,0.1
20140617,0.34,0.54,0.46,0,-0.06
20140618,0.75,-0.26,-0.1,0,0.09
20140619,0.12,-0.14,-0.03,0,0.11
20140620,0.18,0.17,0.05,0,0.34
20140623,-0.01,-0.26,0.1,0,-0.15
20140624,-0.72,-0.34,-0.25,0,-0.46
20140625,0.53,0.36,0.15,0,0.36
20140626,-0.11,-0.09,0.01,0,0.21
20140627,0.26,0.48,-0.23,0,-0.12
20140630,0.07,0.27,0.17,0,0.09
20140701,0.74,0.5,-0.4,0,0.23
20140702,-0.03,-0.45,-0.2,0,-0.06
20140703,0.59,0.22,0.11,0,0.04
20140707,-0.62,-1.28,0.34,0,-0.15
20140708,-0.82,-0.68,0.72,0,-0.24
20140709,0.46,-0.39,-0.12,0,0.31
20140710,-0.49,-0.6,-0.02,0,0.01
20140711,0.12,-0.21,-0.38,0,0.11
20140714,0.46,0.01,-0.13,0,0.4
20140715,-0.32,-0.96,1.02,0,-0.5
20140716,0.32,-0.63,0.36,0,-0.11
20140717,-1.21,-0.4,0.19,0,-0.56
20140718,1.12,0.5,-0.45,0,0.5
20140721,-0.25,-0.24,0.05,0,0.23
20140722,0.53,0.26,-0.31,0,0.28
20140723,0.19,0.16,-0.77,0,-0.22
20140724,0.05,-0.31,0.03,0,-0.13
20140725,-0.53,-0.39,0.17,0,-0.21
20140728,-0.08,-0.46,0.27,0,-0.22
20140729,-0.33,0.72,-0.68,0,-0.23
20140730,0.12,0.44,-0.32,0,-0.13
20140731,-2.03,-0.21,0.49,0,-0.68
20140801,-0.32,-0.19,-0.05,0,0.3
20140804,0.74,0.01,-0.21,0,0.54
20140805,-0.84,0.79,-0.19,0,-0.32
20140806,0.02,0.39,0.19,0,-0.52
20140807,-0.52,-0.05,-0.13,0,0.12
20140808,1.13,-0.21,-0.15,0,0.05
20140811,0.4,0.59,-0.26,0,0.01
20140812,-0.23,-0.59,0.25,0,-0.05
20140813,0.69,-0.09,-0.23,0,0.79
20140814,0.44,-0.24,0.02,0,-0.34
20140815,0,-0.14,-0.14,0,0.38
20140818,0.93,0.6,-0.18,0,0.12
20140819,0.49,-0.13,-0.07,0,-0.05
20140820,0.19,-0.65,0.27,0,0.02
20140821,0.28,-0.14,0.8,0,-0.4
20140822,-0.1,0.3,-0.37,0,0.09
20140825,0.5,-0.23,0.03,0,0.31
20140826,0.19,0.71,-0.33,0,-0.21
20140827,0,-0.22,0.14,0,0.05
20140828,-0.19,-0.42,0.09,0,0.05
20140829,0.39,0.28,0.09,0,0.06
20140902,0.06,0.47,-0.09,0,0.29
20140903,-0.14,-0.56,0.24,0,-0.12
20140904,-0.17,-0.14,-0.18,0,-0.36
20140905,0.45,-0.27,-0.03,0,0.28
20140908,-0.22,0.53,-0.44,0,0.17
20140909,-0.72,-0.42,0,0,0.16
20140910,0.45,0.22,-0.41,0,-0.01
20140911,0.19,0.49,0.2,0,-0.11
20140912,-0.55,-0.22,0.11,0,-0.42
20140915,-0.28,-1.07,0.64,0,-0.11
20140916,0.7,-0.39,-0.1,0,0.68
20140917,0.17,0.09,-0.22,0,0.07
20140918,0.5,0.03,0.01,0,0.07
20140919,-0.18,-0.96,0.02,0,0.01
20140922,-0.97,-0.56,0.09,0,-0.05
20140923,-0.62,-0.3,-0.05,0,0.26
20140924,0.81,0.1,-0.93,0,0.15
20140925,-1.62,0.08,0.12,0,-0.22
20140926,0.85,-0.03,-0.24,0,0.59
20140929,-0.22,0.17,-0.44,0,0.13
20140930,-0.4,-1,0.11,0,-0.14
20141001,-1.39,-0.16,0.3,0,-0.39
20141002,0.15,1.02,-0.39,0,-0.23
20141003,1.08,-0.39,-0.44,0,0.46
20141006,-0.26,-0.78,0.36,0,-0.28
20141007,-1.56,-0.13,0.12,0,0.11
20141008,1.7,0.03,-0.05,0,0.27
20141009,-2.17,-0.42,-0.42,0,0.07
20141010,-1.3,-0.16,0.5,0,-0.38
20141013,-1.59,1.34,0.49,0,-0.9
20141014,0.28,0.87,-0.12,0,-0.84
20141015,-0.53,1.83,-1.32,0,-0.69
20141016,0.22,1.05,0.24,0,-0.31
20141017,1.14,-1.58,-0.1,0,1.06
20141020,0.94,0.21,-0.32,0,0.04
20141021,1.98,-0.43,0.06,0,0.29
20141022,-0.85,-0.57,0.17,0,0.76
20141023,1.29,0.52,-0.43,0,0.09
20141024,0.66,-0.46,-0.13,0,1.09
20141027,-0.17,0.12,-0.31,0,0.34
20141028,1.37,1.58,0.02,0,-0.24
20141029,-0.18,-0.06,0.44,0,0.27
20141030,0.6,0.27,-0.52,0,0
20141031,1.23,0.28,0.22,0,0
20141103,-0.01,-0.26,-0.07,0,0.31
20141104,-0.35,-0.01,-0.2,0,0.5
20141105,0.48,-0.56,0.86,0,-0.19
20141106,0.49,0.09,-0.46,0,0.23
20141107,0.09,0,0.47,0,-0.91
20141110,0.33,0.2,-0.52,0,0.63
20141111,0.1,0.02,-0.27,0,-0.39
20141112,0.07,0.75,-0.28,0,-0.22
20141113,-0.03,-0.9,-0.36,0,0.35
20141114,0.06,-0.15,0.15,0,-0.8
20141117,-0.05,-0.98,0.25,0,0.58
20141118,0.51,0.04,-0.35,0,0.61
20141119,-0.21,-0.94,-0.04,0,-0.1
20141120,0.31,0.88,0.02,0,-0.73
20141121,0.48,-0.39,-0.07,0,-0.34
20141124,0.4,0.96,-0.53,0,0.11
20141125,-0.09,0.04,-0.03,0,0.48
20141126,0.3,0.1,-0.49,0,0.93
20141128,-0.35,-0.89,-1.15,0,1.14
20141201,-0.9,-0.99,0.61,0,0.31
20141202,0.65,0.4,0.09,0,0.8
20141203,0.46,0.42,0.32,0,-0.22
20141204,-0.17,-0.32,0.08,0,0.91
20141205,0.25,0.58,0.25,0,0.41
20141208,-0.82,-0.57,0.21,0,1.1
20141209,0.13,1.71,-0.1,0,-0.37
20141210,-1.72,-0.62,-0.12,0,0.64
20141211,0.5,-0.08,-0.17,0,0.2
20141212,-1.55,0.5,-0.59,0,0.04
20141215,-0.68,-0.27,0.08,0,0.16
20141216,-0.8,0.61,0.61,0,-0.55
20141217,2.15,0.87,-0.09,0,-0.65
20141218,2.36,-0.88,-0.18,0,0.28
20141219,0.43,-0.24,0.23,0,-0.96
20141222,0.37,0.21,-0.1,0,0.2
20141223,0.21,-0.31,1.1,0,-0.96
20141224,0.07,0.36,-0.18,0,0.74
20141226,0.39,0.38,-0.32,0,0.08
20141229,0.13,0.16,0.59,0,-0.19
20141230,-0.48,0.06,0.32,0,-0.08
20141231,-0.93,0.51,-0.4,0,-0.48
20150102,-0.12,-0.62,0.08,0,-0.08
20150105,-1.84,0.33,-0.68,0,1.16
20150106,-1.04,-0.78,-0.31,0,0.51
20150107,1.19,0.2,-0.65,0,0.9
20150108,1.81,-0.11,-0.28,0,0.14
20150109,-0.85,0.01,-0.47,0,-0.01
20150112,-0.79,0.4,-0.44,0,0.88
20150113,-0.19,0.28,0,0,0.31
20150114,-0.6,0.3,-0.52,0,0.07
20150115,-1.08,-0.98,0.59,0,0.76
20150116,1.36,0.46,-0.12,0,-0.2
20150120,0.11,-0.66,-0.54,0,0.74
20150121,0.42,-0.96,0.57,0,-1
20150122,1.58,0.45,0.42,0,0.32
20150123,-0.47,0.52,-0.77,0,0.1
20150126,0.43,0.58,-0.04,0,-0.85
20150127,-1.21,0.65,0.2,0,-0.41
20150128,-1.39,-0.06,-0.82,0,1.19
20150129,0.98,0.25,0.04,0,0.61
20150130,-1.3,-0.79,0.05,0,-2.66
20150202,1.25,-0.46,1,0,-0.8
20150203,1.49,0.16,0.48,0,-1.22
20150204,-0.35,-0.08,-0.23,0,0.76
20150205,1.1,0.48,-0.09,0,-0.69
20150206,-0.2,0.08,0.36,0,-0.78
20150209,-0.46,-0.37,0.12,0,-0.63
20150210,1.05,-0.31,-0.72,0,1.19
20150211,0.03,-0.09,-0.33,0,0.46
20150212,1,0.15,-0.06,0,-0.47
20150213,0.47,0.17,-0.31,0,-1.33
20150217,0.17,-0.02,-0.07,0,0.01
20150218,0.03,0.31,-0.8,0,0.66
20150219,-0.01,0.26,-0.38,0,-0.57
20150220,0.61,-0.42,-0.27,0,0.56
20150223,-0.08,0.04,-0.37,0,0.93
20150224,0.32,-0.04,0.72,0,-0.06
20150225,0.02,0.24,-0.5,0,-1.03
20150226,-0.08,0.66,-0.49,0,0.29
20150227,-0.36,-0.22,0.2,0,-0.18
20150302,0.62,0.23,-0.45,0,0.33
20150303,-0.43,-0.3,0.3,0,-0.4
20150304,-0.41,0.12,-0.38,0,0.05
20150305,0.15,0.26,-0.42,0,-0.04
20150306,-1.29,0.28,0.43,0,0.1
20150309,0.37,0.1,-0.03,0,0.78
20150310,-1.63,0.44,-0.52,0,0.45
20150311,-0.04,0.55,0.5,0,-0.04
20150312,1.28,0.38,0.5,0,0.67
20150313,-0.57,0.22,-0.03,0,0.72
20150316,1.23,-0.78,-0.39,0,0.63
20150317,-0.2,0.53,-0.02,0,0.23
20150318,1.08,-0.53,0.02,0,-0.83
20150319,-0.36,0.89,-1.12,0,0.94
20150320,0.81,-0.16,0.56,0,-0.4
20150323,-0.19,0.21,0.23,0,-0.49
20150324,-0.51,0.6,-0.25,0,-0.33
20150325,-1.56,-1,1.03,0,-1.17
20150326,-0.22,0.11,-0.04,0,0
20150327,0.32,0.5,-0.71,0,1.15
20150330,1.24,0.02,0,0,0.18
20150331,-0.75,0.41,0.37,0,-0.24
20150401,-0.38,0.33,0.44,0,-0.16
20150402,0.35,-0.08,0.28,0,-0.56
20150406,0.61,-0.28,-0.11,0,-1.31
20150407,-0.22,-0.19,-0.18,0,-0.3
20150408,0.37,0.55,-0.73,0,1.28
20150409,0.41,-0.71,-0.06,0,-0.8
20150410,0.49,-0.07,-0.29,0,0.31
20150413,-0.38,0.5,0.24,0,0.05
20150414,0.11,-0.22,0.23,0,-1.16
20150415,0.57,0.25,0.36,0,-1.72
20150416,-0.08,-0.08,-0.21,0,0.57
20150417,-1.23,-0.46,0.16,0,0.08
20150420,0.95,0.16,-0.27,0,0.29
20150421,-0.1,0.18,-0.73,0,1.27
20150422,0.46,-0.36,0.18,0,-0.17
20150423,0.29,0.29,-0.25,0,-0.25
20150424,0.17,-0.5,-0.31,0,0.38
20150427,-0.54,-0.7,0.56,0,-1.24
20150428,0.27,0.18,1.05,0,-0.73
20150429,-0.38,-0.74,0.73,0,-1.25
20150430,-1.11,-1.07,0.73,0,-1.14
20150501,1.01,-0.3,-0.6,0,1
20150504,0.32,0.04,0.23,0,0.24
20150505,-1.19,-0.16,0.52,0,-0.43
20150506,-0.31,0.63,-0.12,0,0.44
20150507,0.39,0.09,-0.38,0,0.85
20150508,1.21,-0.56,-0.09,0,0.17
20150511,-0.39,0.68,-0.02,0,0.54
20150512,-0.27,-0.01,0.12,0,-0.33
20150513,0.01,-0.01,0.04,0,-0.07
20150514,1.01,-0.09,-0.35,0,0.86
20150515,0.05,-0.24,-0.21,0,-0.36
20150518,0.44,0.74,-0.09,0,0.76
20150519,-0.09,-0.12,0.24,0,0.85
20150520,-0.05,0.21,-0.11,0,-0.19
20150521,0.23,-0.29,0.01,0,-0.52
20150522,-0.22,-0.12,-0.12,0,0.3
20150526,-1.01,-0.02,-0.02,0,0.38
20150527,0.93,0.33,-0.31,0,0.8
20150528,-0.12,0.09,0.15,0,0.23
20150529,-0.58,0.01,0.04,0,0.13
20150601,0.17,-0.04,-0.22,0,0.42
20150602,-0.02,0.32,0.36,0,-0.85
20150603,0.39,0.87,-0.24,0,0.29
20150604,-0.88,-0.1,0,0,0.16
20150605,0.06,0.81,0.1,0,-0.2
20150608,-0.66,0.05,0,0,-0.03
20150609,0.02,-0.31,0.37,0,-0.03
20150610,1.2,0.15,0.21,0,-0.09
20150611,0.21,-0.1,-0.1,0,0.42
20150612,-0.63,0.33,0.12,0,0.09
20150615,-0.45,0.11,-0.13,0,0.3
20150616,0.57,0.11,-0.02,0,0.11
20150617,0.16,-0.28,-0.65,0,0.2
20150618,0.99,0.23,-0.44,0,0.82
20150619,-0.43,0.56,-0.2,0,0.38
20150622,0.63,0.09,-0.05,0,0.19
20150623,0.12,0.24,0.29,0,-0.27
20150624,-0.79,-0.12,0.12,0,0
20150625,-0.25,0.37,-0.21,0,0.87
20150626,-0.06,-0.22,0.41,0,0.04
20150629,-2.15,-0.44,0.17,0,0.31
20150630,0.34,0.3,-0.64,0,0.68
20150701,0.6,-0.76,-0.02,0,1.59
20150702,-0.11,-0.58,-0.09,0,-0.35
20150706,-0.37,0.18,-0.55,0,1.4
20150707,0.53,-0.44,-0.29,0,-0.35
20150708,-1.68,-0.01,0.09,0,0.56
20150709,0.29,0.14,0.01,0,0.02
20150710,1.24,0.23,-0.5,0,1.08
20150713,1.14,-0.08,-0.43,0,-0.01
20150714,0.47,0.16,0.1,0,-0.27
20150715,-0.19,-0.79,-0.04,0,1.29
20150716,0.78,-0.15,-0.62,0,0.77
20150717,0.05,-0.6,-0.66,0,-0.11
20150720,-0.01,-0.7,-0.6,0,1.37
20150721,-0.47,0.01,0.3,0,-0.38
20150722,-0.18,0.2,0.24,0,1.08
20150723,-0.6,-0.39,-0.31,0,-0.14
20150724,-1.08,-0.63,0.05,0,1.05
20150727,-0.74,-0.25,0.07,0,0.2
20150728,1.23,-0.36,-0.14,0,-0.91
20150729,0.74,-0.39,0.52,0,-1.02
20150730,0.12,0.15,-0.28,0,0.2
20150731,-0.15,0.85,-0.99,0,1.2
20150803,-0.35,-0.33,-0.2,0,0.99
20150804,-0.14,0.03,-0.13,0,0.29
20150805,0.36,-0.02,-0.41,0,0.83
20150806,-0.88,-0.55,1.96,0,-2.11
20150807,-0.36,-0.48,-0.29,0,1.02
20150810,1.31,0.14,0.69,0,-2
20150811,-0.98,-0.11,0.43,0,0.08
20150812,0.07,-0.08,-0.31,0,-1
20150813,-0.14,-0.45,0.08,0,1.33
20150814,0.43,0.14,0.43,0,0.19
20150817,0.6,0.45,-0.85,0,0.72
20150818,-0.35,-0.64,0.37,0,0.21
20150819,-0.85,-0.12,-0.21,0,1.2
20150820,-2.24,-0.29,0.56,0,-0.41
20150821,-2.95,1.86,0.16,0,-0.13
20150824,-3.9,0.35,-0.4,0,-0.03
20150825,-1.17,0.7,-0.62,0,0.94
20150826,3.68,-1.36,-0.35,0,0.42
20150827,2.4,-0.71,0.6,0,-2.05
20150828,0.23,0.98,0.07,0,-1.53
20150831,-0.74,0.77,1.4,0,-1.76
20150901,-2.91,0.31,-0.48,0,0.84
20150902,1.81,-0.14,-0.9,0,1
20150903,0.17,-0.34,0.74,0,-0.72
20150904,-1.39,0.91,-0.57,0,0.7
20150908,2.52,-0.33,-0.56,0,0.88
20150909,-1.34,0.16,0.13,0,0.28
20150910,0.49,-0.12,-0.34,0,0.29
20150911,0.44,-0.19,-0.69,0,1.25
20150914,-0.41,0.02,0.03,0,0.53
20150915,1.22,-0.2,0.28,0,-0.4
20150916,0.84,0,0.43,0,-1.7
20150917,-0.17,0.91,-1.5,0,1.1
20150918,-1.62,0.49,-0.94,0,1.23
20150921,0.36,-0.97,1.24,0,-0.09
20150922,-1.29,-0.29,0.14,0,0.41
20150923,-0.27,-0.16,-0.16,0,1.98
20150924,-0.36,0.27,0.52,0,-0.56
20150925,-0.22,-1.69,1.87,0,-0.51
20150928,-2.63,-0.29,1.15,0,-0.29
20150929,-0.07,-0.72,0.69,0,-0.43
20150930,1.88,-0.4,-0.47,0,0.26
20151001,0.13,-0.47,-0.05,0,0.64
20151002,1.49,0.31,-0.82,0,-2.18
20151005,1.93,0.62,0.76,0,-1.96
20151006,-0.43,-0.25,1.64,0,-3.06
20151007,0.94,0.78,-0.23,0,-0.33
20151008,0.84,0.23,0.73,0,-1.61
20151009,0.12,0.21,-1.06,0,0.42
20151012,0.06,-0.39,-0.07,0,1.83
20151013,-0.74,-0.74,0.66,0,-0.17
20151014,-0.6,-0.28,-0.04,0,-0.77
20151015,1.56,0.65,-0.1,0,0.66
20151016,0.36,-0.46,-0.32,0,0.77
20151019,0,0.17,-0.66,0,1.34
